"","X.1","X","date","time","impressions","likes","shares","total_clicks","engagements","description","other_clicks","photo_views","comments","reach","vectorific","isOc","weekday"
"669",669,669,2022-02-07,"09:02",2521,77,10,84,92,"What goes in a soup, salad, or sandwich is a social construct. 

A roadmap to every discussion of this type.
""Is X a Y? (Despite falling outside of it by obvious convention.)""
""No, (I say this intuitively because it's against my unexpressed usage conventions)""
""But it follows some abstract rule that you might use to define that linguistic category! If you don't accept that rule, what rule do you accept?""
*Foolish sod tried to come up with some rule, falling for the idealist trap.*
""But there's a counterexample to that rule, or that rule would include such or such unconventional thing that doesn't fall into the category""
Continue ad nauseum.

The whole mess came from trying to define some platonic form of soups or whatever, when what goes in a soup, salad, or sandwich is a social construct. We just call things soups cuz that's what we call things like that.",68,16,5,2395,669,TRUE,"Monday"
"670",670,670,2022-02-07,"14:02",1322,36,6,99,42,"",32,67,0,1256,670,FALSE,"Monday"
"671",671,671,2022-02-07,"19:02",936,24,0,17,26,"OC
When your prayer has whack error bars",11,6,2,901,671,TRUE,"Monday"
"672",672,672,2022-02-08,"10:02",1889,99,10,103,111,"",70,33,2,1789,672,FALSE,"Tuesday"
"673",673,673,2022-02-08,"17:02",1117,50,6,56,57,"",34,22,1,1098,673,FALSE,"Tuesday"
"674",674,674,2022-02-09,"18:02",1325,37,10,115,47,"Shilled for a copy with these in it. Worth it.",63,52,0,1251,674,FALSE,"Wednesday"
"675",675,675,2022-02-11,"11:02",1445,42,6,100,49,"OC",40,60,1,1372,675,TRUE,"Friday"
"676",676,676,2022-02-11,"13:02",1289,60,8,46,68,"",30,16,0,1225,676,FALSE,"Friday"
"677",677,677,2022-02-11,"17:02",1003,38,0,68,41,"",67,NA,3,963,677,FALSE,"Friday"
"678",678,678,2022-02-12,"15:02",1870,33,10,96,47,"",57,39,4,1796,678,FALSE,"Saturday"
"679",679,679,2022-02-13,"10:02",1189,43,7,84,51,"The industrial revolution and its consequences have been a disaster for the human race.",62,22,1,1133,679,FALSE,"Sunday"
"680",680,680,2022-02-13,"15:02",2167,52,6,199,59,"OC",45,154,1,2071,680,TRUE,"Sunday"
"681",681,681,2022-02-15,"07:02",873,31,3,37,34,"",21,16,0,873,681,FALSE,"Tuesday"
"682",682,682,2022-02-15,"19:02",2348,94,15,60,109,"Not OC",42,18,0,2246,682,TRUE,"Tuesday"
"683",683,683,2022-02-15,"22:02",1061,14,4,30,18,"",17,13,0,1023,683,FALSE,"Tuesday"
"684",684,684,2022-02-16,"08:02",4469,124,27,170,169,"NONTEMPORAL ENTITIES THE MOST TOXIC FANDOM CONFIRMED!
o.c.",128,42,18,4399,684,FALSE,"Wednesday"
"685",685,685,2022-02-16,"18:02",1636,27,2,142,29,"",48,94,0,1586,685,FALSE,"Wednesday"
"686",686,686,2022-02-16,"23:02",1277,23,4,30,27,"",23,7,0,1253,686,FALSE,"Wednesday"
"687",687,687,2022-02-17,"11:02",1821,52,7,189,61,"Probably already been done",56,133,2,1770,687,FALSE,"Thursday"
"688",688,688,2022-02-17,"19:02",2274,107,13,273,125,"",204,69,5,2193,688,FALSE,"Thursday"
"689",689,689,2022-02-17,"19:02",1122,14,3,10,17,"Biblically accurate Krebs
OC",7,3,0,1081,689,TRUE,"Thursday"
"690",690,690,2022-02-17,"21:02",1538,22,5,62,28,"",23,39,1,1464,690,FALSE,"Thursday"
"691",691,691,2022-02-18,"10:02",1434,18,2,47,20,"",34,13,0,1392,691,FALSE,"Friday"
"692",692,692,2022-02-18,"20:02",1543,35,5,29,41,"Pyruvate lil beitch 
OC",21,8,1,1458,692,TRUE,"Friday"
"693",693,693,2022-02-19,"12:02",1547,53,1,34,54,"",8,26,0,1526,693,FALSE,"Saturday"
"694",694,694,2022-02-19,"20:02",1130,4,2,6,7,"""Bruh you're like 3 hours late bringing the acetyl group. What were you doing?
OC",1,5,1,1122,694,TRUE,"Saturday"
"695",695,695,2022-02-20,"21:02",65886,2306,339,4138,2850,"",3265,873,205,62620,695,FALSE,"Sunday"
"696",696,696,2022-02-21,"14:02",1171,12,3,13,16,"Dore is always so gud",11,2,1,1119,696,FALSE,"Monday"
"697",697,697,2022-02-21,"16:02",1401,40,3,38,45,"absolute unit",20,NA,2,1309,697,FALSE,"Monday"
"698",698,698,2022-02-22,"04:02",2063,46,8,147,56,"",81,66,2,1964,698,FALSE,"Tuesday"
"699",699,699,2022-02-22,"19:02",17400,690,145,2327,974,"",1752,575,139,16796,699,FALSE,"Tuesday"
"700",700,700,2022-02-23,"21:02",538,13,3,12,17,"Guys WWIII just dropped!",3,9,1,498,700,FALSE,"Wednesday"
"701",701,701,2022-02-23,"21:02",1737,53,3,56,56,"",32,24,0,1628,701,FALSE,"Wednesday"
"702",702,702,2022-02-24,"07:02",951,21,3,39,24,"",28,11,0,879,702,FALSE,"Thursday"
"703",703,703,2022-02-24,"14:02",1172,27,2,70,33,"",38,32,4,1100,703,FALSE,"Thursday"
"704",704,704,2022-02-24,"16:02",2251,33,5,357,42,"Dang, there were other forms of power than money?",117,240,4,2085,704,FALSE,"Thursday"
"705",705,705,2022-02-25,"23:02",2121,51,2,609,55,"",314,295,2,2006,705,FALSE,"Friday"
"706",706,706,2022-02-26,"13:02",1504,43,9,102,52,"",67,35,0,1432,706,FALSE,"Saturday"
"707",707,707,2022-02-27,"16:02",1933,43,8,40,51,"oC",22,18,0,1852,707,FALSE,"Sunday"
"708",708,708,2022-02-27,"18:02",1743,23,3,46,26,"",10,36,0,1673,708,FALSE,"Sunday"
"709",709,709,2022-02-27,"19:02",1461,39,5,37,50,"We want justice",27,10,6,1351,709,FALSE,"Sunday"
"710",710,710,2022-02-27,"20:02",1959,19,1,129,21,"Someone has been plagiarizing me",66,63,1,1840,710,FALSE,"Sunday"
"711",711,711,2022-02-28,"10:02",2051,37,7,243,56,"",243,NA,12,2009,711,FALSE,"Monday"
"712",712,712,2022-02-28,"14:02",2430,51,8,79,71,"Blatantly stolen",52,27,12,2246,712,FALSE,"Monday"
"713",713,713,2022-02-28,"18:02",1032,15,0,39,16,"Body with too many organs",32,7,1,1028,713,FALSE,"Monday"
"714",714,714,2022-02-28,"19:02",1101,29,2,19,31,"",12,7,0,1074,714,FALSE,"Monday"
"715",715,715,2022-03-02,"14:03",2416,140,27,178,167,"",124,54,0,2282,715,FALSE,"Wednesday"
"716",716,716,2022-03-02,"21:03",1605,38,5,78,43,"",49,29,0,1584,716,FALSE,"Wednesday"
"717",717,717,2022-03-02,"21:03",1590,61,12,99,73,"",56,43,0,1556,717,FALSE,"Wednesday"
"718",718,718,2022-03-02,"21:03",1662,98,12,132,113,"",59,73,3,1617,718,FALSE,"Wednesday"
"719",719,719,2022-03-03,"12:03",1128,33,3,53,37,"",43,10,1,1126,719,FALSE,"Thursday"
"720",720,720,2022-03-03,"18:03",1389,52,11,78,64,"",48,30,1,1326,720,FALSE,"Thursday"
"721",721,721,2022-03-03,"20:03",1571,30,2,30,34,"OC",16,14,2,1518,721,TRUE,"Thursday"
"722",722,722,2022-03-03,"21:03",1288,19,0,16,20,"",11,5,1,1238,722,FALSE,"Thursday"
"723",723,723,2022-03-04,"12:03",871,6,0,28,6,"",16,12,0,855,723,FALSE,"Friday"
"724",724,724,2022-03-04,"18:03",3038,129,18,131,174,"",95,36,27,2875,724,FALSE,"Friday"
"725",725,725,2022-03-04,"20:03",1224,78,9,97,87,"",67,30,0,1196,725,FALSE,"Friday"
"726",726,726,2022-03-04,"22:03",1861,75,14,73,89,"microplastique",37,36,0,1815,726,FALSE,"Friday"
"727",727,727,2022-03-05,"10:03",1287,28,1,58,29,"",36,22,0,1245,727,FALSE,"Saturday"
"728",728,728,2022-03-05,"11:03",3402,130,22,209,165,"Simulation theory is just neo-neo-platonism, change my mind",142,67,13,3269,728,FALSE,"Saturday"
"729",729,729,2022-03-05,"13:03",1937,72,9,175,82,"",134,41,1,1897,729,FALSE,"Saturday"
"730",730,730,2022-03-06,"01:03",1934,84,12,77,96,"",44,33,0,1915,730,FALSE,"Sunday"
"731",731,731,2022-03-06,"20:03",3663,140,30,159,174,"Stolen from somewhere",110,48,4,3428,731,FALSE,"Sunday"
"732",732,732,2022-03-06,"21:03",1091,14,1,4,15,"Everyone who played this game chose to mercilessly drop this penguin off a cliff just to see if we could.",2,2,0,1054,732,FALSE,"Sunday"
"733",733,733,2022-03-07,"13:03",1019,12,1,13,13,"*Kermit voice* you should be a monster",6,7,0,969,733,FALSE,"Monday"
"734",734,734,2022-03-08,"19:03",2092,60,5,182,68,"",91,91,3,2079,734,FALSE,"Tuesday"
"735",735,735,2022-03-08,"20:03",1635,57,8,63,65,"",42,21,0,1604,735,FALSE,"Tuesday"
"736",736,736,2022-03-09,"17:03",1868,85,9,94,99,"",74,20,5,1803,736,FALSE,"Wednesday"
"737",737,737,2022-03-10,"23:03",1769,47,6,46,54,"",34,12,1,1739,737,FALSE,"Thursday"
"738",738,738,2022-03-11,"13:03",1335,15,1,33,16,"",24,9,0,1305,738,FALSE,"Friday"
"739",739,739,2022-03-12,"20:03",1393,28,4,25,32,"",16,9,0,1358,739,FALSE,"Saturday"
"740",740,740,2022-03-13,"13:03",1051,9,1,64,10,"",26,38,0,1001,740,FALSE,"Sunday"
"741",741,741,2022-03-13,"17:03",1063,16,4,77,22,"New capeshit was aight",35,42,2,1039,741,FALSE,"Sunday"
"742",742,742,2022-03-13,"17:03",2297,81,9,196,90,"",124,72,0,2294,742,FALSE,"Sunday"
"743",743,743,2022-03-13,"21:03",1411,19,2,30,23,"",24,6,2,1368,743,FALSE,"Sunday"
"744",744,744,2022-03-13,"23:03",1956,38,10,64,48,"",38,26,0,1935,744,FALSE,"Sunday"
"745",745,745,2022-03-14,"08:03",1638,39,5,36,44,"",27,9,0,1608,745,FALSE,"Monday"
"746",746,746,2022-03-14,"16:03",2156,78,6,66,90,"",53,13,6,2130,746,FALSE,"Monday"
"747",747,747,2022-03-14,"19:03",1858,61,9,97,72,"",55,42,2,1833,747,FALSE,"Monday"
"748",748,748,2022-03-14,"19:03",1330,31,5,38,36,"",29,9,0,1328,748,FALSE,"Monday"
"749",749,749,2022-03-14,"22:03",2550,30,2,320,32,"",130,189,0,2501,749,FALSE,"Monday"
"750",750,750,2022-03-15,"10:03",2269,41,5,153,46,"",65,88,0,2216,750,FALSE,"Tuesday"
"751",751,751,2022-03-15,"13:03",3721,27,3,586,39,"OC",172,414,9,3630,751,TRUE,"Tuesday"
"752",752,752,2022-03-17,"10:03",1583,28,8,55,39,"",48,7,3,1503,752,FALSE,"Thursday"
"753",753,753,2022-03-17,"13:03",1443,21,0,32,25,"True Story.",27,5,4,1357,753,FALSE,"Thursday"
"754",754,754,2022-03-17,"18:03",1217,49,5,55,54,"",35,20,0,1177,754,FALSE,"Thursday"
"755",755,755,2022-03-17,"22:03",753,18,0,27,18,"Brothers, we can just start planting trees everywhere. They can't stop all of us.",27,NA,0,726,755,FALSE,"Thursday"
"756",756,756,2022-03-18,"11:03",2813,76,17,311,98,"",166,145,5,2719,756,FALSE,"Friday"
"757",757,757,2022-03-19,"13:03",1886,50,7,73,57,"I actually gave a Foucault finger-puppet to one of the other admins for Christmas this year",50,20,0,1860,757,FALSE,"Saturday"
"758",758,758,2022-03-19,"23:03",1488,26,3,90,30,"",67,23,1,1430,758,FALSE,"Saturday"
"759",759,759,2022-03-20,"07:03",1776,52,7,65,59,"Possibly a repost",35,30,0,1735,759,FALSE,"Sunday"
"760",760,760,2022-03-20,"10:03",3318,143,18,160,166,"Stolen shamelessly",105,55,5,3201,760,FALSE,"Sunday"
"761",761,761,2022-03-20,"13:03",662,18,0,14,19,"",4,10,1,636,761,FALSE,"Sunday"
"762",762,762,2022-03-20,"16:03",1378,28,1,280,30,"",174,106,1,1303,762,FALSE,"Sunday"
"763",763,763,2022-03-20,"17:03",3038,111,18,139,138,"Feeling self-conscious at the gym",111,28,9,2959,763,FALSE,"Sunday"
"764",764,764,2022-03-21,"16:03",1080,30,3,24,33,"",13,11,0,1044,764,FALSE,"Monday"
"765",765,765,2022-03-21,"19:03",5278,204,29,302,253,"Oc",235,67,20,5203,765,FALSE,"Monday"
"766",766,766,2022-03-21,"22:03",1154,20,3,17,23,"",12,5,0,1121,766,FALSE,"Monday"
"767",767,767,2022-03-22,"14:03",2042,80,8,210,88,"",118,92,0,1985,767,FALSE,"Tuesday"
"768",768,768,2022-03-22,"14:03",1385,68,9,78,77,"",46,32,0,1341,768,FALSE,"Tuesday"
"769",769,769,2022-03-23,"02:03",1780,52,15,127,69,"",76,51,2,1768,769,FALSE,"Wednesday"
"770",770,770,2022-03-23,"12:03",2777,65,7,103,79,"Been listening to Zen Mind, Beginners mind in the gym. Suzuki Roshi talks about frogs for a good 15 minutes. It's good stuff.",76,27,7,2594,770,FALSE,"Wednesday"
"771",771,771,2022-03-23,"14:03",1487,30,6,31,37,"zenfroggezenfrogge",23,8,1,1442,771,FALSE,"Wednesday"
"772",772,772,2022-03-24,"22:03",1901,48,11,199,59,"",69,130,0,1857,772,FALSE,"Thursday"
"773",773,773,2022-03-25,"05:03",4293,72,10,154,95,"",86,68,13,4196,773,FALSE,"Friday"
"774",774,774,2022-03-25,"09:03",4122,128,11,155,148,"not OC",66,89,9,4003,774,TRUE,"Friday"
"775",775,775,2022-03-25,"14:03",1310,25,4,65,29,"",18,47,0,1264,775,FALSE,"Friday"
"776",776,776,2022-03-25,"20:03",2384,39,6,581,48,"OC
Remember kids everything is always France's fault...
Except when it's England's fault.
https://en.wikipedia.org/wiki/Saxon_Wars",15,527,3,2344,776,TRUE,"Friday"
"777",777,777,2022-03-26,"09:03",2520,146,21,253,169,"",55,198,2,2441,777,FALSE,"Saturday"
"778",778,778,2022-03-26,"19:03",1427,27,3,63,30,"I'm sure someone has done this before but
OC",22,40,0,1402,778,TRUE,"Saturday"
"779",779,779,2022-03-27,"13:03",817,15,2,36,18,"",21,15,1,772,779,FALSE,"Sunday"
"780",780,780,2022-03-27,"13:03",2095,70,6,232,78,"",152,80,2,2049,780,FALSE,"Sunday"
"781",781,781,2022-03-27,"17:03",1612,41,2,112,43,"",73,39,0,1554,781,FALSE,"Sunday"
"782",782,782,2022-03-28,"06:03",1724,38,9,96,52,"OC",37,59,5,1639,782,TRUE,"Monday"
"783",783,783,2022-03-28,"12:03",1824,39,4,93,45,"The other route- they lean into it and make a cult instead of retiring. 
O.C.",29,64,2,1737,783,TRUE,"Monday"
"784",784,784,2022-03-28,"13:03",1552,41,8,102,51,"",38,64,2,1476,784,FALSE,"Monday"
"785",785,785,2022-03-28,"16:03",1465,41,7,61,48,"",21,40,0,1402,785,FALSE,"Monday"
"786",786,786,2022-03-28,"17:03",1137,30,3,69,33,"",21,48,0,1110,786,FALSE,"Monday"
"787",787,787,2022-03-28,"18:03",752,12,0,48,12,"",48,NA,0,703,787,FALSE,"Monday"
"788",788,788,2022-03-28,"21:03",1567,37,4,37,42,"O.C. but the picture is from some random buff boi.",28,9,1,1489,788,TRUE,"Monday"
"789",789,789,2022-03-29,"05:03",2979,77,17,191,115,"I can't take fundies who aren't also militant enviromentalists seriously.
OC",158,33,21,2738,789,TRUE,"Tuesday"
"790",790,790,2022-03-29,"16:03",1407,23,2,35,25,"",21,14,0,1343,790,FALSE,"Tuesday"
"791",791,791,2022-03-30,"08:03",1129,24,5,35,29,"",21,14,0,1073,791,FALSE,"Wednesday"
"792",792,792,2022-03-30,"14:03",15372,211,32,1602,267,"OC",756,846,24,15001,792,TRUE,"Wednesday"
"793",793,793,2022-03-31,"05:03",2987,68,6,68,75,"OC",39,29,1,2917,793,TRUE,"Thursday"
"794",794,794,2022-03-31,"10:03",2990,131,10,304,147,"",226,78,6,2925,794,FALSE,"Thursday"
"795",795,795,2022-03-31,"16:03",1703,26,2,64,29,"Submission from a Bro:
""It is perhaps true to say that, in Greece, mathematics were born from techniques of measurement.""
--Foucault",50,14,1,1612,795,FALSE,"Thursday"
"796",796,796,2022-02-07,"04:02",457,8,1,10,9,"",4,6,0,423,796,FALSE,"Monday"
"797",797,797,2022-01-01,"19:01",2207,125,14,208,141,"",136,72,2,2144,797,FALSE,"Saturday"
"798",798,798,2022-01-02,"09:01",1455,41,5,240,46,"",122,118,0,1430,798,FALSE,"Sunday"
"799",799,799,2022-01-02,"09:01",959,23,0,99,27,"",97,NA,4,912,799,FALSE,"Sunday"
"800",800,800,2022-01-02,"10:01",2257,95,9,96,114,"Post-Modernism? Nah man, I just post Physique.",96,NA,10,2158,800,FALSE,"Sunday"
"801",801,801,2022-01-02,"19:01",1185,61,10,43,71,"",24,19,0,1145,801,FALSE,"Sunday"
"802",802,802,2022-01-03,"00:01",1598,34,7,291,41,"",122,169,0,1554,802,FALSE,"Monday"
"803",803,803,2022-01-04,"07:01",1588,57,11,276,72,"",212,64,4,1535,803,FALSE,"Tuesday"
"804",804,804,2022-01-04,"21:01",1869,76,9,130,94,"Blatantly stolen",102,27,9,1855,804,FALSE,"Tuesday"
"805",805,805,2022-01-05,"10:01",1690,81,12,163,94,"",114,36,1,1615,805,FALSE,"Wednesday"
"806",806,806,2022-01-05,"22:01",1437,58,6,112,64,"",67,45,0,1384,806,FALSE,"Wednesday"
"807",807,807,2022-01-05,"23:01",924,19,2,16,21,"",9,7,0,917,807,FALSE,"Wednesday"
"808",808,808,2022-01-06,"10:01",988,24,0,20,27,"From now on, gonna refer to cooking as ""Predigesting"" in order to focus on the nutritional aspect and educate folks about human evolution. 😤",20,NA,3,967,808,TRUE,"Thursday"
"809",809,809,2022-01-07,"10:01",1553,45,3,193,53,"O.C. 

Actually this is a subject of some debate, because although Freud had read Darwin and is known to have referred to him in some of his letters and writings, it's possible that he was really more compelled by what we'd refer to as ""Proto-Darwinist"" thought, including such concepts as phylogeny. I, Gymmin, feel compelled to admit my relative ignorance on the topic.

However, the harmony of the evolutionary and psychoanalytic views is the concept of the human mind as being a reaction to the environment which it developed in, including on the long term of the development of the human species.",81,112,5,1495,809,TRUE,"Friday"
"810",810,810,2022-01-07,"15:01",1122,35,6,30,41,"Reminder",18,12,0,1090,810,FALSE,"Friday"
"811",811,811,2022-01-07,"20:01",2282,136,24,49,162,"OC
Eukaryosis was a mistake.",28,21,2,2178,811,TRUE,"Friday"
"812",812,812,2022-01-07,"23:01",1547,44,3,235,48,"",108,127,1,1497,812,FALSE,"Friday"
"813",813,813,2022-01-07,"23:01",1684,86,11,96,97,"",58,38,0,1586,813,FALSE,"Friday"
"814",814,814,2022-01-08,"09:01",1462,112,17,93,129,"",43,50,0,1426,814,FALSE,"Saturday"
"815",815,815,2022-01-08,"14:01",1892,27,4,188,35,"Autobiographical O.C.",67,121,4,1828,815,TRUE,"Saturday"
"816",816,816,2022-01-08,"23:01",1790,77,11,37,90,"",26,11,2,1768,816,FALSE,"Saturday"
"817",817,817,2022-01-09,"17:01",1195,43,3,61,48,"",47,14,2,1145,817,FALSE,"Sunday"
"818",818,818,2022-01-10,"19:01",1370,25,1,38,30,"OC",32,6,4,1316,818,TRUE,"Monday"
"819",819,819,2022-01-11,"11:01",540,6,1,19,7,"",8,8,0,508,819,FALSE,"Tuesday"
"820",820,820,2022-01-11,"22:01",1865,116,13,138,133,"",101,37,4,1825,820,FALSE,"Tuesday"
"821",821,821,2022-01-12,"08:01",739,20,2,9,22,"",2,7,0,704,821,FALSE,"Wednesday"
"822",822,822,2022-01-12,"14:01",1021,13,2,17,15,"Ngl The King in Yellow is better than like 95% of Lovecraft",12,5,0,979,822,FALSE,"Wednesday"
"823",823,823,2022-01-13,"12:01",725,44,4,98,49,"",67,28,1,711,823,FALSE,"Thursday"
"824",824,824,2022-01-13,"12:01",901,25,2,15,27,"",7,8,0,872,824,FALSE,"Thursday"
"825",825,825,2022-01-13,"15:01",810,19,0,18,20,"Admin pic
Felt cute might delete later",13,5,1,791,825,FALSE,"Thursday"
"826",826,826,2022-01-13,"17:01",728,23,2,57,26,"",26,31,1,697,826,FALSE,"Thursday"
"827",827,827,2022-01-13,"22:01",1642,103,12,113,117,"",73,40,2,1578,827,FALSE,"Thursday"
"828",828,828,2022-01-14,"21:01",1709,90,7,146,104,"",105,41,7,1684,828,FALSE,"Friday"
"829",829,829,2022-01-15,"19:01",666,26,2,29,28,"",19,10,0,635,829,FALSE,"Saturday"
"830",830,830,2022-01-16,"07:01",1737,71,7,285,81,"",144,141,3,1666,830,FALSE,"Sunday"
"831",831,831,2022-01-16,"08:01",1544,68,5,257,79,"",178,79,6,1485,831,FALSE,"Sunday"
"832",832,832,2022-01-16,"19:01",478,21,1,17,23,"Before y'all get mad, remember they're both Bri'ish and therefore equally subhuman
OC",16,1,1,440,832,TRUE,"Sunday"
"833",833,833,2022-01-17,"16:01",4298,101,16,192,119,"",150,42,2,4120,833,FALSE,"Monday"
"834",834,834,2022-01-17,"20:01",922,18,1,47,19,"",21,26,0,876,834,FALSE,"Monday"
"835",835,835,2022-01-18,"08:01",1030,19,4,85,24,"",47,38,1,992,835,FALSE,"Tuesday"
"836",836,836,2022-01-18,"18:01",748,44,5,32,49,"",24,8,0,726,836,FALSE,"Tuesday"
"837",837,837,2022-01-18,"18:01",654,13,1,16,15,"",10,6,1,607,837,FALSE,"Tuesday"
"838",838,838,2022-01-19,"07:01",1125,30,0,170,30,"",60,110,0,1086,838,FALSE,"Wednesday"
"839",839,839,2022-01-19,"11:01",860,13,0,12,13,"",10,2,0,823,839,FALSE,"Wednesday"
"840",840,840,2022-01-19,"21:01",1256,41,6,76,50,"",42,34,3,1242,840,FALSE,"Wednesday"
"841",841,841,2022-01-19,"22:01",881,16,5,59,21,"I will keep posting Disco Elysium until the other admins play it",27,32,0,857,841,FALSE,"Wednesday"
"842",842,842,2022-01-20,"10:01",748,16,2,26,18,"",16,10,0,692,842,FALSE,"Thursday"
"843",843,843,2022-01-20,"10:01",800,18,1,32,19,"",8,24,0,772,843,FALSE,"Thursday"
"844",844,844,2022-01-20,"18:01",1447,55,5,121,60,"",55,66,0,1376,844,FALSE,"Thursday"
"845",845,845,2022-01-22,"09:01",905,64,1,108,67,"",70,38,2,854,845,FALSE,"Saturday"
"846",846,846,2022-01-22,"22:01",1006,26,0,44,26,"",21,23,0,972,846,FALSE,"Saturday"
"847",847,847,2022-01-23,"09:01",1557,41,4,201,47,"",85,116,2,1497,847,FALSE,"Sunday"
"848",848,848,2022-01-23,"12:01",1648,80,5,76,89,"",58,18,4,1630,848,FALSE,"Sunday"
"849",849,849,2022-01-24,"07:01",711,9,0,25,10,"",17,8,1,679,849,FALSE,"Monday"
"850",850,850,2022-01-24,"08:01",533,39,4,11,45,"Rise and Grind, Kings. Those hoe's aint gonna scare themselves. 😤😤💪",11,NA,2,499,850,FALSE,"Monday"
"851",851,851,2022-01-24,"08:01",1054,37,4,56,43,"",43,13,2,1014,851,FALSE,"Monday"
"852",852,852,2022-01-24,"19:01",1510,97,7,115,105,"",83,32,1,1468,852,FALSE,"Monday"
"853",853,853,2022-01-24,"22:01",652,26,2,7,28,"",4,3,0,613,853,FALSE,"Monday"
"854",854,854,2022-01-25,"11:01",1347,70,9,70,79,"Bad fishe. No evolve. Only swimme.",34,36,0,1303,854,FALSE,"Tuesday"
"855",855,855,2022-01-26,"07:01",933,34,3,54,39,"",38,16,2,907,855,FALSE,"Wednesday"
"856",856,856,2022-01-26,"20:01",1844,70,9,392,80,"",168,224,1,1823,856,FALSE,"Wednesday"
"857",857,857,2022-01-26,"22:01",906,19,0,16,19,"A monument to all my sins",11,5,0,869,857,FALSE,"Wednesday"
"858",858,858,2022-01-26,"23:01",1470,60,5,81,67,"",53,28,2,1452,858,FALSE,"Wednesday"
"859",859,859,2022-01-27,"10:01",1653,102,8,136,111,"Stoicism hours",60,76,1,1641,859,FALSE,"Thursday"
"860",860,860,2022-01-27,"13:01",1900,68,8,253,78,"",171,82,2,1830,860,FALSE,"Thursday"
"861",861,861,2022-01-27,"17:01",1032,43,6,62,50,"",50,12,1,972,861,FALSE,"Thursday"
"862",862,862,2022-01-28,"10:01",800,3,0,8,3,"",2,6,0,766,862,FALSE,"Friday"
"863",863,863,2022-01-28,"12:01",782,24,3,14,31,"",8,6,4,740,863,FALSE,"Friday"
"864",864,864,2022-01-28,"17:01",3710,80,9,159,98,"Go ahead Deleuzians explain what I got wrong (seriously though)",128,31,9,3624,864,FALSE,"Friday"
"865",865,865,2022-01-28,"17:01",1423,35,4,113,39,"",79,34,0,1353,865,FALSE,"Friday"
"866",866,866,2022-01-28,"19:01",1348,49,2,58,52,"",43,15,1,1305,866,FALSE,"Friday"
"867",867,867,2022-01-29,"11:01",1006,26,2,36,28,"",24,12,0,956,867,FALSE,"Saturday"
"868",868,868,2022-01-30,"18:01",2296,81,11,88,99,"",70,18,7,2096,868,FALSE,"Sunday"
"869",869,869,2022-01-30,"21:01",1186,14,1,22,15,"",15,6,0,1115,869,FALSE,"Sunday"
"870",870,870,2022-01-31,"11:01",4987,132,41,336,181,"I will not elaborate on this O.C.",172,164,8,4734,870,TRUE,"Monday"
"871",871,871,2022-01-31,"17:01",1299,13,0,140,13,"",59,81,0,1251,871,FALSE,"Monday"
"872",872,872,2022-02-01,"08:02",1579,64,8,61,79,"",51,10,7,1545,872,FALSE,"Tuesday"
"873",873,873,2022-02-01,"13:02",1138,27,5,47,35,"",29,18,3,1078,873,FALSE,"Tuesday"
"874",874,874,2022-02-02,"07:02",1593,86,5,86,94,"",59,27,3,1554,874,FALSE,"Wednesday"
"875",875,875,2022-02-02,"08:02",3506,124,28,161,156,"",66,95,4,3284,875,FALSE,"Wednesday"
"876",876,876,2022-02-02,"12:02",1753,41,9,166,53,"O.C.

 
 
Here's a bit of an explanation for those who have interest.
In ""Modern Man In Search of A Soul,"" Jung describes the confessional as a societal precursor of psychoanalysis. According to his view, confession is the first step in the psychoanalytic process - and a cause of great relief. He thinks that anything which we feel the need to keep secret from others becomes like an alienating sin to us. Confession undoes that alienation- it's the reestablishment of appropriate relationship. A person can feel accepted because they confess. 

Upon closer examination, confession plays an important roll in more than just the healing process of therapy- it's necessary to enter a romantic relationship, or to make amends with a person who has been offended. Confession also occurs on a larger social scale, celebrities feel compelled to confess to the public whenever the tides of public opinion turn against them. Confession also plays an interesting role in cult psychology and the psychology of reeducation and prison camps.

In all cases, the goal of confession is the establishment or reestablishment of a relationship, and the thereby alleviation of a sense of alienation.",51,115,3,1630,876,TRUE,"Wednesday"
"877",877,877,2022-02-02,"20:02",1344,20,0,136,20,"Do the worst two sitcoms have buddha-nature?",80,56,0,1284,877,FALSE,"Wednesday"
"878",878,878,2022-02-03,"08:02",1283,35,7,58,43,"",28,30,1,1240,878,FALSE,"Thursday"
"879",879,879,2022-02-03,"11:02",864,22,2,15,24,"No mom, I'm not a hypochondriac- it's called being a Sickma Male",15,NA,0,776,879,TRUE,"Thursday"
"880",880,880,2022-02-03,"13:02",1465,44,4,131,48,"XKCD becoming a schizo page? Finally.",50,81,0,1424,880,FALSE,"Thursday"
"881",881,881,2022-02-03,"23:02",1132,47,2,50,51,"",27,23,2,1088,881,FALSE,"Thursday"
"882",882,882,2022-02-04,"09:02",685,29,3,11,32,"",6,5,0,657,882,FALSE,"Friday"
"883",883,883,2022-02-04,"19:02",1210,21,2,52,23,"",29,23,0,1154,883,FALSE,"Friday"
"884",884,884,2022-02-04,"19:02",1641,69,5,89,76,"OC",68,21,2,1560,884,TRUE,"Friday"
"885",885,885,2022-02-04,"23:02",1017,18,1,51,19,"I love this painting. Used to be my wallpaper for a while. It's like a reverse Ozymandias.",20,31,0,992,885,FALSE,"Friday"
"886",886,886,2022-02-04,"23:02",1078,38,7,45,45,"",17,27,0,1056,886,FALSE,"Friday"
"887",887,887,2022-02-05,"10:02",766,19,0,40,19,"Get on the sigmarsson grindset",4,NA,0,743,887,FALSE,"Saturday"
